1500,600,1616,1300,1750,1600
1500,600,1616,1300,1850,1600
1500,600,1616,1300,1950,1600
1500,600,1799,1500,1750,1600
1500,600,1799,1500,1850,1600
1500,600,1799,1500,1950,1600
1500,600,1799,1400,1750,1600
1500,600,1799,1400,1850,1600
1500,600,1799,1400,1950,1600
1500,600,1799,1300,1750,1600
1500,600,1799,1300,1850,1600
1500,600,1799,1300,1950,1600
1500,600,1250,1500,1750,1420
1500,600,1250,1500,1850,1420
1500,600,1250,1500,1950,1420
1500,600,1250,1400,1750,1420
1500,600,1250,1400,1850,1420
1500,600,1250,1400,1950,1420
1500,600,1250,1300,1750,1420
1500,600,1250,1300,1850,1420
1500,600,1433,1500,1750,1420
1500,600,1433,1500,1850,1420
1500,600,1433,1500,1950,1420
1500,600,1433,1400,1750,1420
1500,600,1433,1400,1850,1420
1500,600,1433,1400,1950,1420
1500,600,1433,1300,1750,1420
1500,600,1433,1300,1850,1420
1500,600,1433,1300,1950,1420
1500,600,1616,1500,1750,1420
1500,600,1616,1500,1850,1420
1500,600,1616,1500,1950,1420
1500,600,1616,1400,1750,1420
1500,600,1616,1400,1850,1420
1500,600,1616,1400,1950,1420
1500,600,1616,1300,1750,1420
1500,600,1616,1300,1850,1420
1500,600,1616,1300,1950,1420
1500,600,1799,1500,1750,1420
1500,600,1799,1500,1950,1420
1500,600,1799,1400,1750,1420
1500,600,1799,1400,1850,1420
1500,600,1799,1400,1950,1420
1500,600,1799,1300,1750,1420
1500,600,1799,1300,1850,1420
1500,600,1799,1300,1950,1420
1500,600,1250,1500,1750,1240
1500,600,1250,1500,1850,1240
1500,600,1250,1500,1950,1240
1500,600,1250,1400,1750,1240
1500,600,1250,1400,1850,1240
1500,600,1250,1400,1950,1240
1500,600,1250,1300,1750,1240
1500,600,1250,1300,1850,1240
1500,600,1433,1500,1750,1240
1500,600,1433,1500,1850,1240
1500,600,1433,1500,1950,1240
1500,600,1433,1400,1750,1240
1500,600,1433,1400,1850,1240
1500,600,1433,1400,1950,1240
1500,600,1433,1300,1750,1240
1500,600,1433,1300,1850,1240
1500,600,1433,1300,1950,1240
1500,600,1616,1500,1750,1240
1500,600,1616,1500,1950,1240
1500,600,1616,1400,1750,1240
1500,600,1616,1400,1850,1240
1500,600,1616,1400,1950,1240
1500,600,1616,1300,1750,1240
1500,600,1616,1300,1850,1240
1500,600,1616,1300,1950,1240
1500,600,1799,1500,1750,1240
1500,600,1799,1400,1950,1240
1500,600,1799,1300,1750,1240
1500,600,1799,1300,1850,1240
1500,600,1799,1300,1950,1240
